,sentences1,sentences2,is_similar
1300,A boy is spanking a man with a plastic sword,A boy is spanking a man with a toy weapon,1
1301,A boy is spanking a man with a plastic sword,A boy is spanking a woman with a plastic sword,1
1302,A boy is spanking a man with a plastic sword,A man is spanking a boy with a plastic sword,1
1303,A boy is whacking a man with a sword,A man is being hit by a kid with a weapon,1
1304,There is no man being hit,A boy is whacking a man with a sword,1
1305,A boy is whacking a man with a sword,A man is whacking a boy with a sword,1
1306,A boy is spanking a man with a plastic sword,A man is being hit by a kid with a weapon,1
1307,There is no man being hit,A boy is spanking a man with a plastic sword,1
1308,A man is whacking a boy with a sword,A boy is spanking a man with a plastic sword,1
1309,A boy is spanking a man with a toy weapon,A boy is whacking a man with a sword,1
1310,A boy is whacking a man with a sword,A boy is spanking a woman with a plastic sword,1
1311,A boy is whacking a man with a sword,A man is spanking a boy with a plastic sword,1
1312,A boy is spanking a man with a plastic sword,A boy is whacking a man with a sword,1
1313,The young lady is measuring the ankle of another woman,The lady is measuring the ankle of another woman,1
1314,The lady isn't measuring the ankle of another woman,The lady is measuring the ankle of another woman,1
1315,The woman is measuring the other woman,A woman is being measured by another woman,1
1316,The woman is measuring a man,The woman is measuring the other woman,1
1317,The lady is measuring the ankle of another woman,A woman is being measured by another woman,1
1318,The woman is measuring a man,The lady is measuring the ankle of another woman,1
1319,The young lady is measuring the ankle of another woman,The woman is measuring the other woman,1
1320,The woman is measuring the other woman,The lady isn't measuring the ankle of another woman,1
1321,The lady is measuring the ankle of another woman,The woman is measuring the other woman,1
1322,A man is talking on the phone,A man is making a phone call,1
1323,There is no man making a phone call,A man is making a phone call,1
1324,A man is talking on a cell phone,A man is making a call on a cell phone,1
1325,A man is hanging up the phone,A man is making a call on a cell phone,1
1326,A man is talking on a cell phone,A man is making a phone call,1
1327,A man is hanging up the phone,A man is making a phone call,1
1328,A man is making a call on a cell phone,A man is talking on the phone,1
1329,There is no man making a phone call,A man is making a call on a cell phone,1
1330,A man is making a call on a cell phone,A man is making a phone call,1
1331,An animal is rolling from side to side in a garden,A dog is rolling from side to side,1
1332,There is no dog rolling from side to side,A dog is rolling from side to side,1
1333,A cute puppy is repeatedly rolling from side to side on its back,A puppy is repeatedly rolling from side to side on its back,1
1334,There is no puppy rolling,A puppy is repeatedly rolling from side to side on its back,1
1335,A cute puppy is repeatedly rolling from side to side on its back,A dog is rolling from side to side,1
1336,A dog is rolling from side to side,There is no puppy rolling,1
1337,A puppy is repeatedly rolling from side to side on its back,An animal is rolling from side to side in a garden,1
1338,There is no dog rolling from side to side,A puppy is repeatedly rolling from side to side on its back,1
1339,A puppy is repeatedly rolling from side to side on its back,A dog is rolling from side to side,1
1340,A machine is sharpening a pencil,A pencil is being sharpened,1
1341,A machine is sharpening a knife,A machine is sharpening a pencil,1
1342,The machine is shaving the end of a pencil,A pencil is being shaved by the machine,1
1343,The machine is not shaving a pencil,The machine is shaving the end of a pencil,1
1344,A pencil is being shaved by the machine,A machine is sharpening a pencil,1
1345,The machine is not shaving a pencil,A machine is sharpening a pencil,1
1346,The machine is shaving the end of a pencil,A pencil is being sharpened,1
1347,A machine is sharpening a knife,The machine is shaving the end of a pencil,0
1348,A machine is sharpening a pencil,The machine is shaving the end of a pencil,1
1349,A man is playing a keyboard in a park,A man is playing a keyboard,1
1350,A pianist is playing the keyboard,A person is playing the keyboard,1
1351,A person is not playing the keyboard,A person is playing the keyboard,1
1352,A man is playing a keyboard,A pianist is playing the keyboard,1
1353,A person is not playing the keyboard,A man is playing a keyboard,1
1354,A man is playing a keyboard in a park,A person is playing the keyboard,1
1355,A person is playing the keyboard,There is no man playing a keyboard,1
1356,A man is playing a keyboard,A person is playing the keyboard,1
1357,A man is rinsing a large steak,A man is rinsing a large piece of meat,1
1358,A man is rinsing a large steak,A man is not rinsing a large steak,1
1359,A steak is being rinsed with water by a person,A person is rinsing a steak with water,1
1360,Nobody is rinsing a steak with water,A person is rinsing a steak with water,1
1361,A steak is being rinsed with water by a person,A man is rinsing a large steak,1
1362,Nobody is rinsing a steak with water,A man is rinsing a large steak,1
1363,A person is rinsing a steak with water,A man is rinsing a large piece of meat,1
1364,A person is rinsing a steak with water,A man is not rinsing a large steak,1
1365,A man is rinsing a large steak,A person is rinsing a steak with water,1
1366,A person is chopping a red onion,A person is chopping an onion,1
1367,A person is not chopping an onion,A person is chopping an onion,1
1368,A person is riding an old motorcycle,A person is riding a motorcycle,1
1369,A person is riding a motorcycle,A person is standing near a motorcycle,1
1370,A person is chopping an onion,A person is riding an old motorcycle,0
1371,A person is standing near a motorcycle,A person is chopping an onion,0
1372,A person is riding a motorcycle,A person is chopping a red onion,0
1373,A person is not chopping an onion,A person is riding a motorcycle,0
1374,A person is riding a motorcycle,A person is chopping an onion,0
1375,A sad man is crying,A man is crying,1
1376,A man is laughing,A man is crying,1
1377,A man is screaming,A man is scared,1
1378,There is no man screaming,A man is screaming,1
